season,week,position,player_id,player_display_name,actual,baseline_pred,ensemble_pred,model_pred,q10,q50,q90,baseline_error,model_error,ensemble_error,model_advantage,ensemble_advantage
2023,3,RB,00-0037256,Rachaad White,7.2,9.875,12.063,12.117,3.427,9.657,21.879,2.675,4.917,4.863,-2.242,-2.188
2023,3,RB,00-0037258,Dameon Pierce,14.9,9.125,9.04,9.964,1.84,8.276,21.57,5.775,4.936,5.86,0.839,-0.085
2023,3,RB,00-0037263,Tyler Allgeier,4.9,14.8,10.79,9.071,2.553,9.771,23.0,9.9,4.171,5.89,5.729,4.01
2023,3,RB,00-0037267,Jerome Ford,19.1,6.65,7.087,7.686,0.881,7.896,18.374,12.45,11.414,12.013,1.036,0.437
2023,3,RB,00-0037276,Ty Chandler,4.1,1.925,4.346,4.434,0.238,3.23,12.287,2.175,0.334,0.246,1.841,1.929
2023,3,RB,00-0037299,Keaontay Ingram,3.1,0.675,2.113,3.319,0.238,2.721,11.652,2.425,0.219,0.987,2.206,1.438
2023,3,RB,00-0037525,Jordan Mason,1.1,2.525,3.951,3.467,0.192,2.773,11.206,1.425,2.367,2.851,-0.942,-1.426
2023,3,RB,00-0037557,Ronnie Rivers,0.0,2.85,-0.404,0.063,-0.191,-0.059,2.719,2.85,0.063,0.404,2.787,2.446
2023,3,RB,00-0037746,Brian Robinson,7.0,14.25,11.064,10.421,4.651,10.135,24.106,7.25,3.421,4.064,3.829,3.186
2023,3,RB,00-0037840,Kyren Williams,8.5,12.275,10.166,10.643,3.47,10.165,22.18,3.775,2.143,1.666,1.632,2.109
2023,3,RB,00-0038045,Isaiah Spiller,0.7,1.575,4.027,4.377,0.155,2.812,12.093,0.875,3.677,3.327,-2.802,-2.452
2023,3,RB,00-0038098,Pierre Strong,2.7,2.275,3.414,3.302,0.169,3.194,10.759,0.425,0.602,0.714,-0.177,-0.289
2023,3,RB,00-0038120,Breece Hall,3.7,12.475,9.815,9.401,1.911,6.467,19.156,8.775,5.701,6.115,3.074,2.66
2023,3,RB,00-0038134,Kenneth Walker III,30.6,14.425,13.285,13.869,4.601,11.821,23.556,16.175,16.731,17.315,-0.556,-1.14
2023,3,RB,00-0038396,Eric Gray,0.0,0.0,-0.651,0.302,-0.19,0.09,4.794,0.0,0.302,0.651,-0.302,-0.651
2023,3,RB,00-0038542,Bijan Robinson,10.0,20.75,17.075,17.136,5.559,14.36,27.101,10.75,7.136,7.075,3.614,3.675
2023,3,RB,00-0038555,Tank Bigsby,7.0,7.3,5.75,5.893,0.357,5.078,14.65,0.3,1.107,1.25,-0.807,-0.95
2023,3,RB,00-0038597,Chase Brown,0.0,0.2,-0.041,0.221,-0.191,0.002,2.874,0.2,0.221,0.041,-0.021,0.159
2023,3,RB,00-0038705,Emari Demercado,0.2,2.5,2.687,3.44,0.23,3.057,11.898,2.3,3.24,2.487,-0.94,-0.187
2023,3,RB,00-0038738,Hunter Luepke,3.1,0.0,0.669,0.595,-0.19,0.639,4.794,3.1,2.505,2.431,0.595,0.669
2023,3,RB,00-0038794,Jaleel McLaughlin,1.5,3.4,2.631,2.901,0.035,2.264,10.498,1.9,1.401,1.131,0.499,0.769
2023,3,RB,00-0038797,Emanuel Wilson,2.2,0.5,2.844,3.976,0.142,2.477,11.803,1.7,1.776,0.644,-0.076,1.056
2023,3,RB,00-0038951,Sean Tucker,0.1,2.55,4.422,4.984,0.318,4.077,14.991,2.45,4.884,4.322,-2.434,-1.872
2023,3,RB,00-0039021,Roschon Johnson,6.9,11.85,9.057,9.109,1.716,7.853,18.767,4.95,2.209,2.157,2.741,2.793
2023,3,RB,00-0039032,Tyjae Spears,4.9,5.65,8.021,8.482,1.534,7.646,18.67,0.75,3.582,3.121,-2.832,-2.371
2023,3,RB,00-0039040,De'Von Achane,51.3,1.9,4.051,4.379,0.097,2.809,12.039,49.4,46.921,47.249,2.479,2.151
2023,3,RB,00-0039139,Jahmyr Gibbs,9.2,10.3,10.787,10.929,3.008,8.924,20.176,1.1,1.729,1.587,-0.629,-0.487
2023,3,RB,00-0039165,Zach Charbonnet,5.5,3.05,5.422,6.076,0.5,4.047,14.119,2.45,0.576,0.078,1.874,2.372
2023,3,WR,00-0028002,Randall Cobb,2.2,1.775,3.277,3.902,0.019,3.379,12.81,0.425,1.702,1.077,-1.277,-0.652
2023,3,WR,00-0030035,Adam Thielen,31.5,8.85,8.296,8.982,1.367,6.95,18.588,22.65,22.518,23.204,0.132,-0.554
2023,3,WR,00-0030068,Marquise Goodwin,0.1,0.75,3.683,3.43,0.001,2.995,11.277,0.65,3.33,3.583,-2.68,-2.933
2023,3,WR,00-0030279,Keenan Allen,45.46,21.825,17.509,17.715,6.746,14.462,27.509,23.635,27.745,27.951,-4.11,-4.316
2023,3,WR,00-0030431,Robert Woods,6.4,12.0,11.53,11.125,2.706,10.042,20.714,5.6,4.725,5.13,0.875,0.47
2023,3,WR,00-0030564,DeAndre Hopkins,7.8,8.975,11.264,11.393,2.791,9.247,21.04,1.175,3.593,3.464,-2.418,-2.289
2023,3,WR,00-0031236,Brandin Cooks,3.7,11.775,10.986,10.558,2.143,8.583,20.321,8.075,6.858,7.286,1.217,0.789
2023,3,WR,00-0031381,Davante Adams,42.2,19.9,15.319,14.596,5.088,12.155,25.109,22.3,27.604,26.881,-5.304,-4.581
2023,3,WR,00-0031408,Mike Evans,17.0,25.575,13.159,10.938,4.465,9.798,24.236,8.575,6.062,3.841,2.513,4.734
2023,3,WR,00-0031428,Allen Robinson,6.4,9.425,9.015,8.981,1.641,7.457,18.578,3.025,2.581,2.615,0.444,0.41
2023,3,WR,00-0031544,Amari Cooper,24.6,13.825,11.702,11.844,2.102,9.87,21.237,10.775,12.756,12.898,-1.981,-2.123
2023,3,WR,00-0031547,DeVante Parker,3.9,11.4,7.633,7.356,1.377,7.564,18.361,7.5,3.456,3.733,4.044,3.767
2023,3,WR,00-0031549,Nelson Agholor,7.9,4.65,5.829,5.551,0.297,5.257,15.138,3.25,2.349,2.071,0.901,1.179
2023,3,WR,00-0031588,Stefon Diggs,19.1,16.95,14.341,15.168,4.319,12.731,25.421,2.15,3.932,4.759,-1.782,-2.609
2023,3,WR,00-0031763,DeAndre Carter,2.6,2.55,4.483,4.951,0.006,3.417,12.303,0.05,2.351,1.883,-2.301,-1.833
2023,3,WR,00-0032200,Ty Montgomery,0.0,3.75,0.687,-0.349,-0.188,-0.045,2.673,3.75,0.349,0.687,3.401,3.063
2023,3,WR,00-0032211,Tyler Lockett,8.4,11.95,11.304,11.093,2.396,7.801,20.722,3.55,2.693,2.904,0.857,0.646
2023,3,WR,00-0032398,Chris Moore,6.1,3.75,5.079,5.675,0.041,4.264,14.425,2.35,0.425,1.021,1.925,1.329
2023,3,WR,00-0032464,Kalif Raymond,9.5,8.675,6.815,7.22,0.12,5.497,16.326,0.825,2.28,2.685,-1.455,-1.86
2023,3,WR,00-0032688,Robbie Chosen,13.8,3.5,4.528,4.103,-0.001,2.821,12.109,10.3,9.697,9.272,0.603,1.028
2023,3,WR,00-0032765,Michael Thomas,11.0,13.0,12.734,13.123,2.698,11.483,24.04,2.0,2.123,1.734,-0.123,0.266
2023,3,WR,00-0033009,Tyler Boyd,8.9,7.35,9.279,8.308,1.025,6.444,17.539,1.55,0.592,0.379,0.958,1.171
2023,3,WR,00-0033040,Tyreek Hill,30.7,19.875,15.635,15.602,4.546,13.718,25.857,10.825,15.098,15.065,-4.273,-4.24
2023,3,WR,00-0033251,Zach Pascal,0.0,0.875,0.101,0.024,-0.19,-0.011,2.723,0.875,0.024,0.101,0.851,0.774
2023,3,WR,00-0033282,Curtis Samuel,7.4,4.8,7.429,7.895,0.389,4.77,16.533,2.6,0.495,0.029,2.105,2.571
2023,3,WR,00-0033307,Kendrick Bourne,8.6,10.65,8.54,8.256,1.583,7.367,19.211,2.05,0.344,0.06,1.706,1.99
2023,3,WR,00-0033466,Isaiah McKenzie,1.3,1.55,3.476,3.871,-0.01,2.698,11.936,0.25,2.571,2.176,-2.321,-1.926
2023,3,WR,00-0033536,Mike Williams,25.1,12.175,13.742,14.611,4.119,11.432,23.571,12.925,10.489,11.358,2.436,1.567
2023,3,WR,00-0033555,Mack Hollins,3.3,6.4,8.081,7.89,1.04,6.267,18.079,3.1,4.59,4.781,-1.49,-1.681
2023,3,WR,00-0033572,Jamal Agnew,6.9,0.975,4.079,4.073,-0.019,2.374,12.061,5.925,2.827,2.821,3.098,3.104
2023,3,WR,00-0033857,JuJu Smith-Schuster,1.5,6.175,5.559,5.539,0.949,5.86,15.976,4.675,4.039,4.059,0.636,0.616
2023,3,WR,00-0033921,Chris Godwin Jr.,8.2,12.85,11.183,11.355,2.486,9.903,22.865,4.65,3.155,2.983,1.495,1.667
2023,3,WR,00-0034054,River Cracraft,2.3,6.2,6.167,5.475,0.319,4.638,14.37,3.9,3.175,3.867,0.725,0.033
2023,3,WR,00-0034272,Marquez Valdes-Scantling,4.7,5.15,7.594,6.588,0.12,4.415,15.17,0.45,1.888,2.894,-1.438,-2.444
2023,3,WR,00-0034317,Keith Kirkwood,0.0,0.6,3.365,3.756,-0.05,2.531,11.176,0.6,3.756,3.365,-3.156,-2.765
2023,3,WR,00-0034348,Courtland Sutton,19.1,11.375,11.148,11.033,2.502,9.123,21.553,7.725,8.067,7.952,-0.342,-0.227
2023,3,WR,00-0034386,Justin Watson,7.1,6.275,6.588,6.002,0.116,5.209,15.233,0.825,1.098,0.512,-0.273,0.313
2023,3,WR,00-0034407,Ray-Ray McCloud,0.0,1.3,0.673,0.579,-0.187,-0.061,2.805,1.3,0.579,0.673,0.721,0.627
2023,3,WR,00-0034419,Braxton Berrios,5.3,3.85,4.587,4.765,0.099,3.379,12.849,1.45,0.535,0.713,0.915,0.737
2023,3,WR,00-0034487,Trent Sherfield,3.8,2.8,5.411,5.197,0.041,4.024,12.715,1.0,1.397,1.611,-0.397,-0.611
2023,3,WR,00-0034521,Allen Lazard,6.9,8.975,9.333,7.169,1.454,8.685,21.594,2.075,0.269,2.433,1.806,-0.358
2023,3,WR,00-0034646,Brandon Powell,1.5,1.15,3.911,3.797,-0.003,2.492,11.293,0.35,2.297,2.411,-1.947,-2.061
2023,3,WR,00-0034764,Michael Gallup,15.2,3.05,7.358,7.106,0.645,5.443,16.431,12.15,8.094,7.842,4.056,4.308
2023,3,WR,00-0034775,Christian Kirk,15.4,12.465,11.878,13.448,3.998,11.768,23.458,2.935,1.952,3.522,0.983,-0.587
2023,3,WR,00-0034777,DJ Chark,18.6,7.325,6.807,7.425,0.196,5.97,16.089,11.275,11.175,11.793,0.1,-0.518
2023,3,WR,00-0034827,DJ Moore,13.1,11.65,12.087,11.699,2.438,9.814,21.071,1.45,1.401,1.013,0.049,0.437
2023,3,WR,00-0034837,Calvin Ridley,7.0,14.225,15.109,16.319,5.609,14.196,24.82,7.225,9.319,8.109,-2.094,-0.884
2023,3,WR,00-0034854,KhaDarel Hodge,2.5,0.375,3.081,3.773,-0.05,2.435,11.203,2.125,1.273,0.581,0.852,1.544
2023,3,WR,00-0034960,Jakobi Meyers,15.5,19.625,14.532,15.646,4.427,11.732,24.909,4.125,0.146,0.968,3.979,3.157
2023,3,WR,00-0034983,Hunter Renfrow,3.7,10.425,7.679,7.083,0.935,5.675,17.541,6.725,3.383,3.979,3.342,2.746
2023,3,WR,00-0035208,Olamide Zaccheaus,13.8,5.7,8.281,7.596,0.476,6.237,17.972,8.1,6.204,5.519,1.896,2.581
2023,3,WR,00-0035215,Deonte Harty,3.3,1.675,3.839,4.48,0.012,3.016,12.905,1.625,1.18,0.539,0.445,1.086
2023,3,WR,00-0035500,Greg Dortch,0.0,3.5,2.53,-0.336,-0.178,-0.09,4.31,3.5,0.336,2.53,3.164,0.97
2023,3,WR,00-0035535,Darius Slayton,6.2,6.75,7.008,7.668,0.954,5.953,16.771,0.55,1.468,0.808,-0.918,-0.258
2023,3,WR,00-0035639,Parris Campbell,8.4,7.1,8.679,9.332,1.69,7.95,17.37,1.3,0.932,0.279,0.368,1.021
2023,3,WR,00-0035640,DK Metcalf,17.2,8.875,11.429,11.767,3.238,9.87,22.601,8.325,5.433,5.771,2.892,2.554
2023,3,WR,00-0035659,Terry McLaurin,10.1,10.9,10.591,10.859,2.488,8.464,20.741,0.8,0.759,0.491,0.041,0.309
2023,3,WR,00-0035662,Marquise Brown,17.1,9.975,9.833,9.693,2.762,9.156,19.478,7.125,7.407,7.267,-0.282,-0.142
2023,3,WR,00-0035676,A.J. Brown,22.1,13.75,15.52,16.266,3.947,12.985,24.442,8.35,5.834,6.58,2.516,1.77
2023,3,WR,00-0035719,Deebo Samuel Sr.,25.1,13.05,15.489,14.617,3.488,12.097,23.48,12.05,10.483,9.611,1.567,2.439
2023,3,WR,00-0036165,Isaiah Hodgins,0.0,13.125,9.634,9.366,1.345,7.943,18.832,13.125,9.366,9.634,3.759,3.491
2023,3,WR,00-0036176,Mason Kinsey,0.0,0.433,0.303,0.079,-0.19,0.104,3.57,0.433,0.079,0.303,0.354,0.13
2023,3,WR,00-0036196,Gabe Davis,10.3,11.2,11.69,11.515,2.815,9.885,23.328,0.9,1.215,1.39,-0.315,-0.49
2023,3,WR,00-0036233,Donovan Peoples-Jones,7.9,4.6,6.793,6.957,0.823,5.209,17.495,3.3,0.943,1.107,2.357,2.193
2023,3,WR,00-0036252,Michael Pittman,16.7,16.35,13.175,12.561,3.8,10.615,21.111,0.35,4.139,3.525,-3.789,-3.175
2023,3,WR,00-0036259,Jauan Jennings,5.1,3.925,5.322,5.65,0.035,4.237,13.535,1.175,0.55,0.222,0.625,0.953
2023,3,WR,00-0036268,Laviska Shenault Jr.,1.7,2.675,4.834,5.444,0.003,2.591,12.887,0.975,3.744,3.134,-2.769,-2.159
2023,3,WR,00-0036309,Darnell Mooney,0.0,13.85,10.182,9.538,1.991,8.774,20.081,13.85,9.538,10.182,4.312,3.668
2023,3,WR,00-0036322,Justin Jefferson,27.9,14.8,15.572,14.788,5.316,13.01,26.777,13.1,13.112,12.328,-0.012,0.772
2023,3,WR,00-0036326,Chase Claypool,2.5,4.375,6.628,5.924,0.495,4.907,15.363,1.875,3.424,4.128,-1.549,-2.253
2023,3,WR,00-0036331,Devin Duvernay,0.0,1.6,4.97,5.682,0.036,3.921,15.225,1.6,5.682,4.97,-4.082,-3.37
2023,3,WR,00-0036345,K.J. Osborn,10.6,13.525,11.37,11.285,2.53,8.894,20.89,2.925,0.685,0.77,2.24,2.155
2023,3,WR,00-0036358,CeeDee Lamb,10.2,18.55,16.987,16.436,5.004,13.188,25.999,8.35,6.236,6.787,2.114,1.563
2023,3,WR,00-0036407,Jerry Jeudy,13.1,14.575,13.598,13.701,3.303,10.556,23.145,1.475,0.601,0.498,0.874,0.977
2023,3,WR,00-0036410,Tee Higgins,4.1,14.35,12.704,12.956,3.559,12.303,23.387,10.25,8.856,8.604,1.394,1.646
2023,3,WR,00-0036415,Van Jefferson,6.0,7.025,9.16,9.443,2.064,6.983,18.687,1.025,3.443,3.16,-2.418,-2.135
2023,3,WR,00-0036497,Tim Jones,3.1,0.325,3.179,3.437,-0.037,2.382,10.184,2.775,0.337,0.079,2.438,2.696
2023,3,WR,00-0036550,Rashod Bateman,1.6,4.875,6.429,5.979,0.216,4.336,15.558,3.275,4.379,4.829,-1.104,-1.554
2023,3,WR,00-0036554,Nico Collins,5.4,16.125,11.73,10.984,3.285,9.901,21.821,10.725,5.584,6.33,5.141,4.395
2023,3,WR,00-0036626,Dyami Brown,0.0,1.75,3.628,3.998,-0.019,2.556,11.259,1.75,3.998,3.628,-2.248,-1.878
2023,3,WR,00-0036635,Ihmir Smith-Marsette,0.0,0.1,0.133,0.136,-0.19,-0.05,2.745,0.1,0.136,0.133,-0.036,-0.033
2023,3,WR,00-0036849,Tutu Atwell,17.2,11.975,12.031,12.671,2.882,9.061,20.984,5.225,4.529,5.169,0.696,0.056
2023,3,WR,00-0036862,Ben Skowronek,1.3,5.075,5.515,5.197,0.057,3.711,14.512,3.775,3.897,4.215,-0.122,-0.44
2023,3,WR,00-0036900,Ja'Marr Chase,26.1,13.425,15.649,15.823,5.113,13.35,24.476,12.675,10.277,10.451,2.398,2.224
2023,3,WR,00-0036912,DeVonta Smith,6.8,18.75,17.889,18.671,7.229,15.013,25.832,11.95,11.871,11.089,0.079,0.861
2023,3,WR,00-0036913,Kadarius Toney,0.9,8.325,7.489,7.77,0.614,5.36,16.068,7.425,6.87,6.589,0.555,0.836
2023,3,WR,00-0036936,Rondale Moore,16.2,6.925,7.887,8.127,0.848,5.742,17.022,9.275,8.073,8.313,1.202,0.962
2023,3,WR,00-0036955,Terrace Marshall Jr.,8.5,4.9,7.004,7.013,1.048,5.899,17.368,3.6,1.487,1.496,2.113,2.104
2023,3,WR,00-0036963,Amon-Ra St. Brown,19.6,13.6,14.277,14.664,4.203,12.685,25.429,6.0,4.936,5.323,1.064,0.677
2023,3,WR,00-0036980,Elijah Moore,11.8,5.55,7.43,7.913,1.225,6.006,17.601,6.25,3.887,4.37,2.363,1.88
2023,3,WR,00-0036988,Josh Palmer,14.6,3.9,6.832,6.769,0.206,4.672,15.713,10.7,7.831,7.768,2.869,2.932
2023,3,WR,00-0037098,Samori Toure,2.0,3.125,4.682,4.456,0.035,3.526,12.256,1.125,2.456,2.682,-1.331,-1.557
2023,3,WR,00-0037132,Britain Covey,0.0,0.0,-0.0,0.477,-0.187,0.037,5.556,0.0,0.477,0.0,-0.477,-0.0
2023,3,WR,00-0037216,Justyn Ross,0.0,1.6,3.35,3.313,-0.044,2.198,11.204,1.6,3.313,3.35,-1.713,-1.75
2023,3,WR,00-0037238,Drake London,5.1,11.6,12.375,11.915,2.684,10.468,23.102,6.5,6.815,7.275,-0.315,-0.775
2023,3,WR,00-0037239,Chris Olave,18.4,14.25,13.897,14.224,3.734,11.98,23.658,4.15,4.176,4.503,-0.026,-0.353
2023,3,WR,00-0037247,George Pickens,11.5,13.1,11.654,11.639,2.585,9.173,21.062,1.6,0.139,0.154,1.461,1.446
2023,3,WR,00-0037261,Khalil Shakir,1.5,3.85,3.333,3.996,-0.025,2.771,11.975,2.35,2.496,1.833,-0.146,0.517
2023,3,WR,00-0037272,Montrell Washington,0.0,-0.025,1.863,0.302,-0.19,-0.046,2.941,0.025,0.302,1.863,-0.277,-1.838
2023,3,WR,00-0037382,Brandon Johnson,3.2,7.925,6.004,6.28,0.073,4.885,14.233,4.725,3.08,2.804,1.645,1.921
2023,3,WR,00-0037487,Deven Thompkins,2.6,3.075,4.536,5.144,0.012,3.724,14.646,0.475,2.544,1.936,-2.069,-1.461
2023,3,WR,00-0037545,Rashid Shaheed,6.0,13.075,10.218,10.5,1.698,8.333,20.213,7.075,4.5,4.218,2.575,2.857
2023,3,WR,00-0037614,John Metchie III,3.3,2.7,2.544,3.345,-0.057,2.353,10.945,0.6,0.045,0.756,0.555,-0.156
2023,3,WR,00-0037664,Alec Pierce,7.3,4.5,8.491,9.653,1.199,6.954,15.746,2.8,2.353,1.191,0.447,1.609
2023,3,WR,00-0037740,Garrett Wilson,9.8,13.35,11.701,9.465,2.371,10.19,20.974,3.55,0.335,1.901,3.215,1.649
2023,3,WR,00-0037741,Jahan Dotson,4.1,7.775,11.293,11.021,2.01,9.19,20.2,3.675,6.921,7.193,-3.246,-3.518
2023,3,WR,00-0037742,Treylon Burks,1.5,8.45,8.475,9.367,2.449,7.919,18.116,6.95,7.867,6.975,-0.917,-0.025
2023,3,WR,00-0037745,Velus Jones Jr.,0.0,5.55,0.896,-0.64,-0.19,-0.045,2.673,5.55,0.64,0.896,4.91,4.654
2023,3,WR,00-0037801,KaVontae Turpin,0.0,3.25,1.795,0.148,-0.19,-0.039,2.739,3.25,0.148,1.795,3.102,1.455
2023,3,WR,00-0037816,Romeo Doubs,18.3,7.15,6.709,6.499,0.54,4.985,16.469,11.15,11.801,11.591,-0.651,-0.441
2023,3,WR,00-0037837,Calvin Austin III,15.2,5.75,7.663,7.376,0.944,4.946,17.613,9.45,7.824,7.537,1.626,1.913
2023,3,WR,00-0038090,Skyy Moore,8.2,6.05,6.641,7.391,0.517,5.062,16.599,2.15,0.809,1.559,1.341,0.591
2023,3,WR,00-0038117,Wan'Dale Robinson,6.1,9.35,9.667,9.272,1.569,6.563,18.782,3.25,3.172,3.567,0.078,-0.317
2023,3,WR,00-0038393,Dontayvion Wicks,8.5,6.0,5.599,5.498,0.042,4.581,12.355,2.5,3.002,2.901,-0.502,-0.401
2023,3,WR,00-0038465,Malik Heath,0.0,0.0,3.557,4.883,-0.05,3.367,11.844,0.0,4.883,3.557,-4.883,-3.557
2023,3,WR,00-0038496,Xavier Gipson,0.0,3.0,-0.884,0.028,-0.187,0.092,5.041,3.0,0.028,0.884,2.972,2.116
2023,3,WR,00-0038543,Jaxon Smith-Njigba,2.0,6.35,7.754,7.216,1.473,6.472,16.994,4.35,5.216,5.754,-0.866,-1.404
2023,3,WR,00-0038544,Quentin Johnston,3.0,2.3,4.49,3.878,0.001,2.931,11.076,0.7,0.878,1.49,-0.178,-0.79
2023,3,WR,00-0038559,Michael Wilson,10.6,6.25,6.789,6.869,0.363,5.617,15.669,4.35,3.731,3.811,0.619,0.539
2023,3,WR,00-0038573,Derius Davis,1.3,1.25,3.124,3.176,-0.057,2.163,11.238,0.05,1.876,1.824,-1.826,-1.774
2023,3,WR,00-0038576,Charlie Jones,1.6,3.0,-0.073,0.436,-0.187,0.037,4.787,1.4,1.164,1.673,0.236,-0.273
2023,3,WR,00-0038621,DeMario Douglas,3.0,4.95,4.368,4.259,0.537,4.938,13.639,1.95,1.259,1.368,0.691,0.582
2023,3,WR,00-0038647,Ronnie Bell,10.4,0.0,0.458,0.533,-0.187,1.137,6.335,10.4,9.867,9.942,0.533,0.458
2023,3,WR,00-0038752,Jake Bobo,7.5,1.3,3.145,3.589,-0.037,2.455,10.875,6.2,3.911,4.355,2.289,1.845
2023,3,WR,00-0038941,Tyler Scott,1.6,3.4,4.05,4.527,-0.007,3.006,13.462,1.8,2.927,2.45,-1.127,-0.65
2023,3,WR,00-0038976,Marvin Mims Jr.,16.6,11.6,6.543,7.073,0.285,3.781,16.052,5.0,9.527,10.057,-4.527,-5.057
2023,3,WR,00-0038977,Tank Dell,25.5,13.3,9.426,9.213,1.916,7.8,18.635,12.2,16.287,16.074,-4.087,-3.874
2023,3,WR,00-0038994,Jordan Addison,11.2,16.15,10.269,9.545,1.783,8.112,18.463,4.95,1.655,0.931,3.295,4.019
2023,3,WR,00-0038997,Josh Downs,13.7,6.85,9.04,8.926,2.018,7.679,18.004,6.85,4.774,4.66,2.076,2.19
2023,3,WR,00-0039052,Trey Palmer,1.8,5.9,4.868,4.762,0.005,3.975,12.363,4.1,2.962,3.068,1.138,1.032
2023,3,WR,00-0039062,Jonathan Mingo,5.1,4.65,9.472,10.053,2.396,7.701,18.919,0.45,4.953,4.372,-4.503,-3.922
2023,3,WR,00-0039064,Zay Flowers,13.0,14.25,16.393,16.747,4.366,12.912,24.873,1.25,3.747,3.393,-2.497,-2.143
2023,3,WR,00-0039067,Rashee Rice,10.9,7.8,6.986,6.871,0.261,4.982,14.545,3.1,4.029,3.914,-0.929,-0.814
2023,3,WR,00-0039075,Puka Nacua,12.2,26.0,16.222,10.068,6.139,14.471,27.756,13.8,2.132,4.022,11.668,9.778
2023,3,WR,00-0039146,Jayden Reed,9.3,13.15,10.879,11.055,2.343,8.956,21.989,3.85,1.755,1.579,2.095,2.271
2023,4,RB,00-0030513,Latavius Murray,7.6,10.425,7.536,7.441,1.127,7.22,15.998,2.825,0.159,0.064,2.666,2.761
2023,4,RB,00-0031376,Jerick McKinnon,0.7,8.4,6.568,7.058,1.448,5.426,12.575,7.7,6.358,5.868,1.342,1.832
2023,4,RB,00-0031687,Raheem Mostert,5.5,23.0,15.982,15.418,6.051,12.387,25.441,17.5,9.918,10.482,7.582,7.018
2023,4,RB,00-0032104,Ameer Abdullah,3.4,1.775,3.111,2.621,0.147,2.48,9.331,1.625,0.779,0.289,0.846,1.336
2023,4,RB,00-0032144,Melvin Gordon,5.4,11.175,9.48,8.725,1.731,7.296,20.328,5.775,3.325,4.08,2.45,1.695
2023,4,RB,00-0032764,Derrick Henry,24.38,12.05,12.175,12.37,4.053,10.19,22.341,12.33,12.01,12.205,0.32,0.125
2023,4,RB,00-0033045,Ezekiel Elliott,4.2,4.825,7.008,7.998,1.292,6.2,17.406,0.625,3.798,2.808,-3.173,-2.183
2023,4,RB,00-0033280,Christian McCaffrey,48.7,22.05,21.852,23.856,6.8,18.994,28.04,26.65,24.844,26.848,1.806,-0.198
2023,4,RB,00-0033293,Aaron Jones,2.4,13.3,12.198,11.421,2.618,9.847,22.694,10.9,9.021,9.798,1.879,1.102
2023,4,RB,00-0033308,Matt Breida,12.8,5.975,6.938,6.825,0.83,4.316,16.617,6.825,5.975,5.862,0.85,0.963
2023,4,RB,00-0033376,Patrick Ricard,2.4,1.15,2.688,2.195,0.169,1.73,9.316,1.25,0.205,0.288,1.045,0.962
2023,4,RB,00-0033526,Samaje Perine,5.5,6.2,8.414,8.06,1.468,6.606,18.595,0.7,2.56,2.914,-1.86,-2.214
2023,4,RB,00-0033553,James Conner,6.6,15.55,12.205,10.406,4.419,10.053,22.047,8.95,3.806,5.605,5.144,3.345
2023,4,RB,00-0033893,Dalvin Cook,2.8,4.425,6.029,6.093,1.02,5.056,16.348,1.625,3.293,3.229,-1.668,-1.604
2023,4,RB,00-0033897,Joe Mixon,8.6,13.9,14.556,14.752,3.988,11.392,24.097,5.3,6.152,5.956,-0.852,-0.656
2023,4,RB,00-0033906,Alvin Kamara,21.4,13.1,13.518,12.856,4.275,11.863,23.786,8.3,8.544,7.882,-0.244,0.418
2023,4,RB,00-0033923,Kareem Hunt,1.2,4.35,5.312,5.358,0.623,4.168,14.562,3.15,4.158,4.112,-1.008,-0.962
2023,4,RB,00-0034184,Gus Edwards,6.9,6.025,6.306,6.763,0.902,5.623,16.544,0.875,0.137,0.594,0.738,0.281
2023,4,RB,00-0034208,Mike Boone,0.4,3.325,4.552,4.449,0.314,3.788,13.114,2.925,4.049,4.152,-1.124,-1.227
2023,4,RB,00-0034838,Royce Freeman,0.0,3.1,-0.374,0.055,-0.193,-0.06,2.747,3.1,0.055,0.374,3.045,2.726
2023,4,RB,00-0034972,Alexander Mattison,10.8,13.7,15.482,16.034,5.586,11.385,26.821,2.9,5.234,4.682,-2.334,-1.782
2023,4,RB,00-0034975,Justice Hill,3.3,6.15,6.463,7.361,1.157,5.7,17.992,2.85,4.061,3.163,-1.211,-0.313
2023,4,RB,00-0035243,Miles Sanders,6.2,10.0,11.872,12.279,3.038,9.833,23.62,3.8,6.079,5.672,-2.279,-1.872
2023,4,RB,00-0035250,Devin Singletary,8.84,3.4,7.276,7.442,0.935,5.238,16.091,5.44,1.398,1.564,4.042,3.876
2023,4,RB,00-0035261,Tony Pollard,9.0,14.775,17.29,18.312,4.733,12.851,25.378,5.775,9.312,8.29,-3.537,-2.515
2023,4,RB,00-0035291,Trayveon Williams,0.4,0.875,3.349,4.082,0.171,2.545,12.212,0.475,3.682,2.949,-3.207,-2.474
2023,4,RB,00-0035567,Craig Reynolds,0.0,2.425,1.381,0.089,-0.193,-0.037,2.747,2.425,0.089,1.381,2.336,1.044
2023,4,RB,00-0035594,Travis Homer,0.0,2.6,0.42,0.723,-0.194,0.245,2.742,2.6,0.723,0.42,1.877,2.18
2023,4,RB,00-0035628,D'Ernest Johnson,-0.2,1.375,2.927,3.435,0.151,2.677,10.988,1.575,3.635,3.127,-2.06,-1.552
2023,4,RB,00-0035657,Damien Harris,2.9,5.225,5.676,5.409,0.297,4.178,13.683,2.325,2.509,2.776,-0.184,-0.451
